reviewer_name,content,full_url,rating,time,owner_replied,owner_reply
Audrey Chorosis,"Great fitness club but what a pity to pay everytime extra price for small services. This should be definitely included in the monthly subscription, which is already very high...",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNRaU5tUzNBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICQiNmS3AE%7CCgwIjtC03AUQ8LG2uwI%7C?hl=en-US,3,4 years ago,True,"Hi Audrey,

thank you very much for your candid review of our club.

Your feedback is extremely valuable to us, as we strive to improve with each and every stay.
So glad you enjoy our facilities.
We have a lot of different memberships to fit any budget and schedule. Furthermore, and what distinguishes us from other studios, we offer extra services, that are already included in our memberships like two towels, access to the sauna area with a whirlpool and hammam, over 190 classes weekly, functional training, a 25-meter pool, etc.

If you’d like to discuss this further or if you need additional information about any of our facilities, please don’t hesitate to contact us at 030 890 6888-0.

Hoping to see you soon at Aspria.

Warm regards,

Aspria Team"
Zein Alabdeen,"Nice Hotel, nice Service, clean facilities. great quality and tasty food. Spa and pool are enjoyable and relaxing experience , that is not new for Aspria Clubs chain!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURRcGZlYXFBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDQpfeaqAE%7CCgwIgsvd2QUQwKzm1wI%7C?hl=en-US,5,4 years ago,False,
Julio Triana,Simply the best gym in Berlin. Great atmosphere for exercising independent of your level. I really like the convenience of having a pool on site.,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNBeTVDMjlBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICAy5C29AE%7CCgwIhMXv1QUQgKrzzwE%7C?hl=en-US,5,4 years ago,True,Thanks for all the Aspria love!
Suzan Gibril,"Lovely experience at the Aspria in Berlin. Great neighbourhood, very friendly and helpful staff.
Highly recommended!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURhanJqeUNnEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDajrjyCg%7CCgsIwcuEiQYQuKqiOA%7C?hl=en-US,5,a year ago,False,
Veit Mürz,Please bring back CNN and BBC on the new HD Screens for the treadmills and X-Trainers. This a big important thing for the international/diplomatic crowd at your esteemed club. Otherwise the refurb is fantastic. Thanks for investing.,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURnaXNYdUF3EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDgisXuAw%7CCgsIqoqC0wUQgN3FMg%7C?hl=en-US,4,4 years ago,True,"Good morning and thank you so much for all of your positive feeback! We are already working on a solution for the missing TV programmes. After our refurbishment we are facing minor problems concerning the TV signals. Thank you for your patience! Best regards, Maria"
Christoffer Liljekvist,"Really nice and affordable hotel.
The rooms are nice and in addition to being a good hotel, there is also access to most of the spa and wellness facilities for business facilities.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURBeTV6akV3EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDAy5zjEw%7CCgwI6bT11AUQgKKeiwE%7C?hl=en-US,4,4 years ago,True,"Thank you Christoffer for your kind words which we happily share with the whole team! We are looking Forward to hopefully having you back with us soon. Kind regards, Maria – Team Aspria"
INFERNAL MAYDAY,overall some racist staff and it's not for vacation cause u have a card everywhere u go even if u come late u should but ur card to open the door outside then swipe ur card inside to get to the elevator ...if weren't for fatemier a great guy in the reception i would have check out so early  there were two from the staff act like they don't hear me and looked down on me ...if u r latin or brown all the guest will look at u as an outsider,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNRN3VlQkVBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICQ7ueBEA%7CCgwI6LfDrgUQgLecsAI%7C?hl=en-US,1,7 years ago,True,"Thank you very much for taking the time to write a review. We are extremely concerned with the experience described in your review and would like to conduct an investigation on this matter. Please accept our apologies. It goes without saying that we at Aspria take this issue very seriously.
In fact, we employ a rather large number of foreign staff members at our club in Berlin which we believe contributes to making this a very special place. I invite you to contact Benjamin Wetzer, Reception Manager directly on bwetzer@aspria.de so we can make the necessary diligences in dealing with your feedback.
In the meantime we hope you had a safe return home and wish you a very good week.

Kind regards
Your Aspria Team"
Polina Bauer,Is really the best sports club for a family with small or bigger kids! It has it all for all ages in a very nice quality!,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURJN2NId0RBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDI7cHwDA%7CCgwIzL394QUQot2IxQE%7C?hl=en-US,5,3 years ago,True,"Dear Polina Bauer,

we are very grateful for your feedback.

If you have any other comments or additional feedback
don't hesitate to contact us under  030 890 6888-0.

Best regards,
the Aspria team"
Markus Jungnickel,Best gym in Berlin,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlbHNud3dnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDelsnwwgE%7CCgwIj86LmgYQ2Oj3rgI%7C?hl=en-US,5,2 months ago,True,"It feels great to read your feedback:) thank you for taking the time doing it.
See you soon,
Sandra
General Manager"
Janine Alayce Kolberg,Top!,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQtcXNYd0l3EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgID-qsXwIw%7CCgwIpayKnAYQiI2ltgI%7C?hl=en-US,5,a month ago,True,"(Translated by Google) Hello Janine, thank you for your 5 star feedback. We are very pleased that the time at the Aspria met your expectations and that you had a pleasant stay with us.
With kind regards
Sandra Schmalzried
General manager
Aspria Berlin

(Original)
Hallo Janine, vielen Dank für deine 5 Sterne Rückmeldung. Freuen uns sehr, dass die Zeit im Aspria deinen Erwartungen entsprochen hat und du einen schönen Aufenthalt bei uns hattest. 
Mit herzlichem Gruß
Sandra Schmalzried
General Manager
Aspria Berlin"
Debrasso Magazin,"My gym, great sport club.Lots of curses, good trainers.Sauna, Harmam and nice roof top terrace.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNNZ2VPX0ZBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICMgeO_FA%7CCgwIkZze7gUQsLrUtwI%7C?hl=en-US,5,3 years ago,False,
Klaus Pfaff,A friend's son goes there! He says it's the best! I went there once to watch how a training day is going!! It looked quite impressive!,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURncHFTOU13EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDgpqS9Mw%7CCgwIjsaNiQUQ-P3KzAI%7C?hl=en-US,5,9 years ago,False,
Jeremiah S. Richter,"Servicemind personal, breakfast great, many good opportunitis",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURhc0stUlNBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDasK-RSA%7CCgsIoaXZiAYQwMmYWA%7C?hl=en-US,5,a year ago,False,
Eyad Aljardan اياد الجردان,Good hotel with spa.. The problem there is no public transport station near to it.. and no enough parking outside,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN3dTd5UW9nRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICwu7yQogE%7CCgwI-pOQuwUQwO2G1wE%7C?hl=en-US,4,6 years ago,True,"Dear Mr. Aljardan,

Thank you very much for your very positive review. We are delighted to hear that you have enjoyed your stay at our Club Aspria Berlin Ku’damm.
We look forward to welcoming you again, and for your comfort, the following bus routes stop in the vicinity of the Club: 104, M19, M29, N42, X10. Within a short walk you’ll also find the city train stations Halensee (S41, S42, S46) and Charlottenburg (S46, S5, S7, S75).

Kind regards,
Your Aspria Team"
Miroslav Hajný,"Super Spa, nice pool, good Fitness, very good Restaurant and Bistro in Spa.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNROTZhdVlREAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICQ96auYQ%7CCgwIj-DTywUQgJ6KmgM%7C?hl=en-US,5,5 years ago,True,Thank you very much for the review. We are looking forward to your next visit. Your Aspria Team
Giovanni De Dominicis,Nice place very good location and room. Prices are not bad,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURBNHNQWEZBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDA4sPXFA%7CCgwI-ZDtzwUQwJ6htQM%7C?hl=en-US,4,5 years ago,True,Thank you for your review. We are looking forward to welcoming you soon again.
Anouar Hmidi,I highly recommend Aspria hotel. It is very well located and offers excellent services.,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNZaU1hUExnEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICYiMaPLg%7CCgwImpOA5QUQ2NuOkAE%7C?hl=en-US,5,3 years ago,True,"Dear Anouar Hmidi,

Thank you for your excellent rating of our Club.

We are delighted to see that you have enjoyed your time with Aspria.
If you wish to share more detail about your experience or have any other questions, we would love  to hear from you on: berlin_mail@aspria.de.

We look forward to seeing you in the Club very soon again.

Best regards,

Your Aspria Team"
Ina Kirsch,Great fitness and spa. Restaurant needs to do better.,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNZNUltLVRBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICY5Im-TA%7CCgwIg6DbmQYQ8LfKjQE%7C?hl=en-US,4,3 months ago,True,"Dear Ina,

Thank you for reviewing our Club.

We are delighted to see that you have enjoyed the fitness and Spa area.

We always strive to improve what we do for you and we would be delighted to know more about your experience.

Do not hesitate to contact us on: berlin_mail@aspria.de.
We look forward to welcoming you very soon.

Best regards,

Your Aspria Team"
Victoria Delrieu,Best sports club in town. Really enjoy doing my work-out here.,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN3NWJlYmV3EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICw5bebew%7CCgwI2fz7zwUQgOqAhwM%7C?hl=en-US,5,5 years ago,True,"Thank you Victora. We are looking forward to your next visit. See you soon, your Aspria Team"
sindrisn21,"Nice staff, nice rooms and great workout facilities.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNnMjdIX2pnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICg27H_jgE%7CCgwI3LGPzwUQwPLj7AI%7C?hl=en-US,5,5 years ago,True,Thank you for your review. See you soon again at Aspria!
ama baatarsikhan,"Great gym with lots of classes, rooms and opportunities!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURNeklLd1hREAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDMzIKwXQ%7CCgwIhP3t7wUQ8OHfpQM%7C?hl=en-US,5,3 years ago,False,
Robert Balcerzak,"Very nice hotel, friendly staff, excellent food.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNReGE3YlZ3EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICQxa7bVw%7CCgsI8uag1QUQgMb9FA%7C?hl=en-US,5,4 years ago,True,Thanks Robert for your positive feedback!
Marty Ez,Best spa hotel & club in the world! Love Aufguss 😏,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNvd2Vxa1hBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICoweqkXA%7CCgsIvt6q4wUQkMLdDA%7C?hl=en-US,5,3 years ago,True,"(Translated by Google) Dear Marty,

We thank you for the excellent rating of our club.
We are very pleased that you enjoyed our facilities so much.

If you want to share further comments or feedback with us, we are at the following contact number / Email: +49 30 8906888 0 / berlin_mail@aspria.de.

Yours sincerely

Your Aspria team

(Original)
Lieber Marty,

wir danken Ihnen für die hervorragende Bewertung unseres Clubs.
Wir freuen uns sehr, dass Ihnen unsere Einrichtungen so großartig gefallen.

Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten, stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 8906888 0/ berlin_mail@aspria.de.

Mit freundlichen Grüßen

Ihr Aspria Team"
Conor Mc Nally,rip-off,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURXaDRLSVFBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDWh4KIQA%7CCgwIleixkgYQ6JKWqQI%7C?hl=en-US,1,9 months ago,False,
Kyle Zaback,Only used the workout facilities and they were fantastic.,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURBbzlLWXhBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDAo9KYxAE%7CCgsIkeW02gUQwPb3XQ%7C?hl=en-US,4,4 years ago,False,
Martina Freundorfer,"Very chic and expensive Place, but worth The Money spent",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNvLWVicmFBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICo-ebraA%7CCgsIg_q13wUQkMjBaA%7C?hl=en-US,5,4 years ago,True,Thank you Martina for your kind feedback! We are looking forward to welcoming you back at Aspria soon
Pascal Hartig,"Great gym, decent hotel rooms.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN3a3RmWElnEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICwktfXIg%7CCgwIobLkzQUQwIiHzgM%7C?hl=en-US,4,5 years ago,True,Thank you for your review. We are looking forward to welcoming you again soon.
Go With The Flo,My favorite hotel in Germany... Possibly Europe!,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURNXzR6bHN3RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDM_4zlswE%7CCgsIxfuH8QUQ4IGnGQ%7C?hl=en-US,5,2 years ago,True,"Thank you for your excellent rating of our Club.

We are delighted to see that you have enjoyed our hotel that much.
If you wish to share more detail about your experience or have any other questions, we would love  to hear from you on resbe@aspria.de/ +49 30 8906888 68.

We look forward to seeing you in the Club very soon again.

Best regards

Your Aspria team"
Gi Lita,Relax and peace in Kudamm. Really good the relax area and the hamam,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN3dEthZ3dnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICwtKagwgE%7CCgwI4afT2QUQwK_ngAM%7C?hl=en-US,4,4 years ago,False,
Steph L,Beautiful hotel careful the spa area is nudist.,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURnM2ZDTm13RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDg3fCNmwE%7CCgwInK-ywgUQwKW_yQI%7C?hl=en-US,4,6 years ago,False,
